title,magnitude,date_time,cdi,mmi,alert,expected_alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,country,year,month,earthquake_intensity_category,alert_color,refined_alert
"M 6.9 - 136 km SE of Perryville, Alaska",6.9,8/14/2021 11:57,5.0,4.0,green,red,1,738.0,ak,0.0,0.0,1,mww,33.3,55.2364,-157.707,"Perryville, Alaska",Indonesia,2021,8,Moderate,red,red
M 8.1 - South Sandwich Islands region,0.615384615,8/12/2021 18:35,0.0,0.714285714,green,green,0,0.158849558,us,0.0,0.634393064,0,mww,0.02788737,-58.4157,-25.3206,South Sandwich Islands region,British Overseas Territory,2021,8,Very Light,green,green
M 7.5 - South Sandwich Islands region,0.384615385,8/12/2021 18:32,1.0,0.571428571,green,red,1,0.096460177,us,0.0,0.61433186,1,mww,0.064550487,-57.5959,-25.1874,South Sandwich Islands region,British Overseas Territory,2021,8,Very Light,red,red
"M 7.1 - 60 km ENE of Pondaguitan, Philippines",0.230769231,8/11/2021 17:46,1.0,0.714285714,green,red,1,0.086725664,us,0.0,0.108211493,1,mww,0.076416495,6.4547,126.742,Pondaguitan,Philippines,2021,8,Very Light,red,red
"M 7.0 - Acapulco, Mexico",7.0,8/9/2021 1:47,8.0,8.0,red,red,1,2504.0,us,0.0,0.07,0,mww,20.0,16.9502,-99.7877,"Acapulco, Mexico",Mexico,2021,8,Severe,red,red
"M 8.2 - 91 km ESE of Perryville, Alaska",8.2,7/29/2021 6:15,8.0,6.0,green,red,1,1237.0,us,0.0,0.875,1,mww,46.66,55.4742,-157.917,"Perryville, Alaska",Indonesia,2021,7,Severe,red,red
"M 8.2 - 99 km SE of Perryville, Alaska",8.2,7/29/2021 6:15,8.0,7.0,yellow,red,1,1252.0,ak,0.0,0.0,1,mww,35.0,55.3154,-157.829,"Perryville, Alaska",Indonesia,2021,7,Severe,red,red
"M 6.7 - 15 km S of Hukay, Philippines",6.7,7/23/2021 20:48,8.0,5.0,green,red,1,935.0,us,0.0,8.139,1,mww,110.0,13.6989,120.713,"Hukay, Philippines",Philippines,2021,7,Severe,red,red
"M 6.7 - 71 km S of Burica, Panama",6.7,7/21/2021 21:15,6.0,6.0,green,red,1,830.0,us,0.0,1.395,1,mww,10.0,7.5904,-82.8813,"Burica, Panama",Indonesia,2021,7,Moderate,red,red
"M 6.5 - Kermadec Islands, New Zealand",6.5,6/20/2021 17:05,0.0,4.0,green,red,1,650.0,us,0.0,7.994,1,mww,25.0,-30.2144,-177.773,"Kermadec Islands, New Zealand",Indonesia,2021,6,Light,red,red
"M 6.5 - 265 km SSE of Alo, Wallis and Futuna",6.5,5/21/2021 22:13,5.0,7.0,green,red,1,652.0,us,0.0,4.518,1,mww,10.0,-16.4796,-177.356,"Alo, Wallis and Futuna",Indonesia,2021,5,Severe,red,red
"M 7.3 - Southern Qinghai, China",7.3,5/21/2021 18:04,9.0,9.0,orange,red,0,1025.0,us,0.0,4.655,1,mww,10.0,34.5861,98.2551,"Southern Qinghai, China",People's Republic of China,2021,5,Severe,red,red
"M 6.7 - 260 km S of Sinabang, Indonesia",6.7,5/14/2021 6:33,8.0,4.0,green,red,0,698.0,us,0.0,1.487,1,mww,11.0,0.1684,96.6475,"Sinabang, Indonesia",Indonesia,2021,5,Severe,red,red
M 6.7 - Mauritius - Reunion region,0.076923077,5/12/2021 14:05,1.0,0.142857143,green,green,0,0.019469027,us,0.0,0.906919415,0,mww,0.00870074,-17.2495,66.3745,Mauritius - Reunion region,Mauritius,2021,5,Very Light,green,green
"M 6.5 - 207 km WSW of Haveluloto, Tonga",6.5,4/25/2021 22:28,4.0,4.0,green,green,0,651.0,us,0.0,5.931,0,mww,246.0,-21.6857,-177.064,"Haveluloto, Tonga",Indonesia,2021,4,Light,green,green
"M 6.5 - 225 km WNW of Pangai, Tonga",6.5,4/24/2021 0:23,6.0,4.0,green,green,0,652.0,us,0.0,10.405,0,mww,301.0,-18.9204,-176.235,"Pangai, Tonga",Indonesia,2021,4,Moderate,green,green
M 6.5 - Kermadec Islands region,6.5,4/3/2021 23:12,0.0,4.0,green,green,0,650.0,us,0.0,11.764,0,mwb,24.0,-28.4792,-176.619,Kermadec Islands region,Indonesia,2021,4,Light,green,green
"M 8.1 - Kermadec Islands, New Zealand",8.1,4/3/2021 19:28,9.0,8.0,green,red,1,1021.0,us,0.0,0.739,1,mww,28.93,-29.7466,-177.224,"Kermadec Islands, New Zealand",Indonesia,2021,4,Severe,red,red
"M 7.4 - Kermadec Islands, New Zealand",7.4,4/3/2021 17:41,3.0,7.0,green,red,1,843.0,us,0.0,0.437,1,mww,43.0,-29.6131,-177.842,"Kermadec Islands, New Zealand",Indonesia,2021,4,Severe,red,red
"M 7.3 - 182 km NE of Gisborne, New Zealand",7.3,4/3/2021 13:27,7.0,6.0,green,red,1,932.0,us,0.0,0.918,1,mww,10.0,-37.596,179.544,"Gisborne, New Zealand",Indonesia,2021,4,Severe,red,red
"M 7.0 - 30 km E of Ishinomaki, Japan",7.0,3/20/2021 9:09,7.0,7.0,yellow,red,1,1052.0,us,0.0,2.378,1,mww,43.0,38.4752,141.607,"Ishinomaki, Japan",Japan,2021,3,Severe,red,red
"M 6.6 - 171 km SSE of Ust’-Kamchatsk Staryy, Russia",6.6,3/16/2021 18:38,5.0,5.0,green,red,1,672.0,us,0.0,3.183,1,mww,13.23,54.7018,163.208,"Ust’-Kamchatsk Staryy, Russia",Indonesia,2021,3,Moderate,red,red
M 6.5 - Kermadec Islands region,0.0,3/4/2021 23:12,0.0,0.285714286,green,green,0,0.0,us,0.0,1.0,0,mwb,0.029702525,-28.4792,-176.619,Kermadec Islands region,New Zealand,2021,3,Very Light,green,green
"M 8.1 - Kermadec Islands, New Zealand",0.615384615,3/4/2021 19:28,1.0,0.857142857,green,red,1,0.164159292,us,0.0,0.062818769,1,mww,0.037098153,-29.7466,-177.224,Kermadec Islands,New Zealand,2021,3,Very Light,red,red
"M 7.4 - Kermadec Islands, New Zealand",0.346153846,3/4/2021 17:41,0.333333333,0.714285714,green,red,1,0.08539823,us,0.0,0.037147229,1,mww,0.058204947,-29.6131,-177.842,Kermadec Islands,New Zealand,2021,3,Very Light,red,red
"M 7.3 - 182 km NE of Gisborne, New Zealand",0.307692308,3/4/2021 13:27,0.777777778,0.571428571,green,red,1,0.124778761,us,0.0,0.078034682,1,mww,0.00870074,-37.596,179.544,Gisborne,New Zealand,2021,3,Very Light,red,red
"M 7.1 - 73 km ENE of Namie, Japan",7.1,2/13/2021 14:07,9.0,8.0,orange,red,1,1612.0,us,0.0,3.085,1,mww,43.98,37.6856,141.992,"Namie, Japan",Indonesia,2021,2,Severe,red,red
M 7.7 - southeast of the Loyalty Islands,0.461538462,2/10/2021 13:19,1.0,0.285714286,green,red,1,0.118584071,us,0.0,0.679105746,1,mww,0.00870074,-23.2787,171.489,the Loyalty Islands,New Caledonia,2021,2,Very Light,red,red
M 7.3 - Vanuatu region,7.3,2/10/2021 6:29,4.0,4.0,green,red,1,826.0,us,0.0,4.493,1,mww,527.0,-21.1036,174.895,Vanuatu region,Indonesia,2021,2,Light,red,red
M 6.9 - South Shetland Islands,6.9,1/23/2021 23:36,9.0,5.0,green,red,1,739.0,us,0.0,1.55,1,mww,15.0,-61.8484,-55.559,South Shetland Islands,Antarctica,2021,1,Severe,red,red
"M 7.0 - 211 km SE of Pondaguitan, Philippines",7.0,1/21/2021 12:23,7.0,5.0,green,red,1,802.0,us,0.0,2.821,1,mww,80.0,5.0074,127.517,"Pondaguitan, Philippines",Indonesia,2021,1,Severe,red,red
"M 6.7 - 29 km SSW of Turt, Mongolia",0.076923077,1/11/2021 21:32,0.888888889,0.857142857,green,green,0,0.055752212,us,0.0,0.17366542,0,mww,0.00870074,51.2407,100.443,Turt,Mongolia,2021,1,Very Light,green,green
M 6.9 - ,6.9,1/5/2021 1:27,7.0,6.0,green,red,1,919.0,us,0.0,2.619,1,mww,43.0,38.2296,141.665,"Kokopo, Papua New Guinea",Japan,2021,1,Severe,red,red
"M 6.7 - 146 km WNW of Corral, Chile",6.7,12/27/2020 21:39,5.0,5.0,green,red,1,776.0,us,0.0,1.319,1,mww,10.0,-39.3264,-74.9067,"Corral, Chile",Indonesia,2020,12,Moderate,red,red
"M 6.6 - 175 km SSE of Lata, Solomon Islands",6.6,12/5/2020 22:41,4.0,6.0,green,red,1,671.0,us,0.0,3.403,1,mww,107.0,-12.0662,166.648,"Lata, Solomon Islands",Indonesia,2020,12,Moderate,red,red
"M 7.0 - 13 km NNE of Néon Karlovásion, Greece",7.0,10/30/2020 11:51,8.0,7.0,orange,red,0,1527.0,us,0.0,1.518,1,mww,21.0,37.8973,26.7953,"Néon Karlovásion, Greece",Greece,2020,10,Severe,red,red
"M 7.6 - 99 km SE of Sand Point, Alaska",7.6,10/19/2020 20:54,9.0,7.0,yellow,red,1,1165.0,us,0.0,0.23,1,mww,28.37,54.662,-159.675,"Sand Point, Alaska",United States of America,2020,10,Severe,red,red
M 6.9 - central Mid-Atlantic Ridge,6.9,9/18/2020 21:43,0.0,3.0,green,red,1,732.0,us,0.0,11.255,1,mww,10.0,0.9604,-26.8332,central Mid-Atlantic Ridge,Indonesia,2020,9,Light,red,red
"M 6.5 - 94 km NW of Vallenar, Chile",0.0,9/1/2020 21:09,0.666666667,0.571428571,green,green,0,0.010619469,us,0.0,0.032981979,0,mww,0.017701505,-27.9285,-71.3937,Vallenar,Chile,2020,9,Very Light,green,green
"M 6.8 - 86 km NW of Vallenar, Chile",0.115384615,9/1/2020 4:09,0.666666667,0.714285714,green,red,1,0.07699115,us,0.0,0.026521591,1,mww,0.025202142,-28.013,-71.1958,Vallenar,Chile,2020,9,Very Light,red,red
M 6.5 - central Mid-Atlantic Ridge,6.5,8/30/2020 21:20,4.0,5.0,green,green,0,651.0,us,0.0,15.394,0,mww,10.0,0.8696,-29.7046,central Mid-Atlantic Ridge,Indonesia,2020,8,Moderate,green,green
"M 6.9 - 222 km SSE of Katabu, Indonesia",6.9,8/21/2020 4:09,4.0,3.0,green,green,0,749.0,us,0.0,2.267,0,mww,624.0,-6.6704,123.493,"Katabu, Indonesia",Indonesia,2020,8,Light,green,green
"M 6.9 - 122 km WSW of Bengkulu, Indonesia",6.9,8/18/2020 22:29,4.0,4.0,green,green,0,735.0,us,0.0,1.716,0,mww,26.0,-4.2791,101.215,"Bengkulu, Indonesia",Indonesia,2020,8,Light,green,green
"M 6.8 - 138 km WSW of Bengkulu, Indonesia",6.8,8/18/2020 22:23,5.0,4.0,green,green,0,716.0,us,0.0,1.816,0,mww,22.0,-4.3724,101.095,"Bengkulu, Indonesia",Indonesia,2020,8,Moderate,green,green
"M 6.6 - 13 km E of San Pedro, Philippines",6.6,8/18/2020 0:03,9.0,8.0,yellow,red,1,784.0,us,0.0,5.128,1,mww,10.0,12.0065,124.13,"San Pedro, Philippines",Philippines,2020,8,Severe,red,red
"M 7.8 - 99 km SSE of Perryville, Alaska",7.8,7/22/2020 6:12,9.0,7.0,green,red,1,1111.0,us,0.0,0.621,1,mww,28.0,55.1079,-158.477,"Perryville, Alaska",Indonesia,2020,7,Severe,red,red
"M 7.0 - 114 km NNW of Popondetta, Papua New Guinea",7.0,7/17/2020 2:50,6.0,7.0,green,red,1,820.0,us,0.0,1.671,1,mww,73.0,-7.847,147.755,"Popondetta, Papua New Guinea",Papua New Guinea,2020,7,Severe,red,red
"M 6.6 - 97 km N of Batang, Indonesia",0.038461538,7/6/2020 22:54,0.444444444,0.0,green,green,0,0.015044248,us,0.0,0.123937436,0,mww,0.794407525,-5.6368,110.678,Batang,Indonesia,2020,7,Very Light,green,green
"M 7.4 - 9 km SE of Santa María Xadani, Mexico",7.4,6/23/2020 15:29,8.0,8.0,orange,red,1,1494.0,us,0.0,0.151,1,mww,20.0,15.9163,-95.9533,"Santa María Xadani, Mexico",Mexico,2020,6,Severe,red,red
M 7.4 - south of the Kermadec Islands,7.4,6/18/2020 12:49,7.0,7.0,green,red,1,873.0,us,0.0,4.035,1,mww,10.0,-33.2938,-177.838,the Kermadec Islands,Indonesia,2020,6,Severe,red,red
"M 6.6 - 130 km WNW of Naze, Japan",6.6,6/13/2020 15:51,5.0,4.0,green,red,1,734.0,us,0.0,2.015,1,mww,165.0,28.9386,128.262,"Naze, Japan",Indonesia,2020,6,Moderate,red,red
"M 6.6 - 97 km N of Batang, Indonesia",6.6,6/7/2020 22:54,4.0,2.0,green,green,0,684.0,us,0.0,1.458,0,mww,533.76,-5.6368,110.678,"Batang, Indonesia",Indonesia,2020,6,Light,green,green
M 6.8 - Banda Sea,6.8,6/5/2020 13:53,4.0,6.0,green,yellow,0,738.0,us,0.0,1.921,1,mww,96.0,-6.7762,129.785,Banda Sea,Indonesia,2020,6,Moderate,yellow,yellow
"M 6.8 - 48 km SW of San Pedro de Atacama, Chile",0.115384615,6/3/2020 7:35,0.666666667,0.571428571,green,red,1,0.081858407,us,0.0,0.098945937,1,mww,0.161713746,-23.2966,-68.4204,San Pedro de Atacama,Chile,2020,6,Very Light,red,red
"M 6.5 - Monte Cristo Range, NV Earthquake",6.5,5/15/2020 11:03,7.0,8.0,green,red,0,1320.0,nn,27.0,0.357,1,ml,2.7,38.1689,-117.85,"Monte Cristo Range, NV Earthquake",United States of America,2020,5,Severe,red,red
"M 6.6 - 175 km SSE of Lata, Solomon Islands",0.038461538,5/12/2020 22:41,0.444444444,0.571428571,green,red,1,0.009292035,us,0.0,0.289272356,1,mww,0.154213108,-12.0662,166.648,Lata,Solomon Islands,2020,5,Very Light,red,red
M 6.8 - Banda Sea,0.115384615,5/6/2020 13:53,0.444444444,0.571428571,green,green,0,0.038938053,us,0.0,0.163294798,0,mww,0.137711705,-6.7762,129.785,Banda Sea,Indonesia,2020,5,Very Light,green,green
"M 6.5 - 91 km S of Néa Anatolí, Greece",0.0,5/2/2020 12:51,0.777777778,0.571428571,green,green,0,0.012389381,us,0.0,0.109911595,0,mww,0.00870074,34.1818,25.7101,Néa Anatolí,Greece,2020,5,Very Light,green,green
"M 6.5 - Stanley, Idaho",6.5,3/31/2020 23:52,8.0,8.0,green,red,0,1410.0,us,0.0,0.885,1,mww,12.06,44.4646,-115.118,"Stanley, Idaho",United States of America,2020,3,Severe,red,red
"M 7.5 - 221 km SSE of Severo-Kuril’sk, Russia",7.5,3/25/2020 2:49,6.0,5.0,green,red,1,879.0,us,0.0,4.109,1,mww,57.8,48.9638,157.695,"Severo-Kuril’sk, Russia",Indonesia,2020,3,Moderate,red,red
"M 6.8 - 48 km SW of San Pedro de Atacama, Chile",6.8,3/6/2020 7:35,6.0,6.0,green,red,1,835.0,us,0.0,1.164,1,mww,112.0,-23.2966,-68.4204,"San Pedro de Atacama, Chile",Chile,2020,3,Moderate,red,red
"M 7.0 - 95 km ENE of Kuril’sk, Russia",7.0,2/13/2020 10:33,5.0,6.0,yellow,red,1,770.0,us,0.0,4.501,1,mww,143.0,45.6161,148.959,"Kuril’sk, Russia",Russia,2020,2,Moderate,red,red
"M 6.5 - 91 km S of Néa Anatolí, Greece",6.5,2/5/2020 12:51,7.0,6.0,green,green,0,678.0,us,0.0,1.293,0,mww,10.0,34.1818,25.7101,"Néa Anatolí, Greece",Indonesia,2020,2,Severe,green,green
"M 7.7 - 123 km NNW of Lucea, Jamaica",7.7,1/28/2020 19:10,9.0,6.0,yellow,red,1,1812.0,us,0.0,1.657,1,mww,14.86,19.4193,-78.756,"Lucea, Jamaica",Indonesia,2020,1,Severe,red,red
"M 6.7 - 13 km N of Doğanyol, Turkey",6.7,1/24/2020 17:55,8.0,9.0,orange,red,0,1247.0,us,0.0,0.87,1,mww,10.0,38.4312,39.0609,"Doğanyol, Turkey",Turkey,2020,1,Severe,red,red
"M 6.5 - 94 km NW of Vallenar, Chile",6.5,1/9/2020 21:09,6.0,6.0,green,green,0,674.0,us,0.0,0.388,0,mww,16.0,-27.9285,-71.3937,"Vallenar, Chile",Indonesia,2020,1,Moderate,green,green
"M 6.8 - 86 km NW of Vallenar, Chile",6.8,1/9/2020 4:09,6.0,7.0,green,red,1,824.0,us,0.0,0.312,1,mww,21.0,-28.013,-71.1958,"Vallenar, Chile",Chile,2020,1,Severe,red,red
"M 6.8 - 7 km S of Magsaysay, Philippines",6.8,12/15/2019 6:11,9.0,7.0,yellow,red,1,825.0,us,0.0,0.546,1,mww,18.0,6.6969,125.174,"Magsaysay, Philippines",Philippines,2019,12,Severe,red,red
"M 6.8 - 98km SSW of Luwuk, Indonesia",6.8,12/4/2019 11:40,5.0,6.0,green,red,1,717.0,us,0.0,0.791,1,mww,15.46,-1.8146,122.58,"Luwuk, Indonesia",Indonesia,2019,12,Moderate,red,red
"M 7.1 - 138km E of Bitung, Indonesia",7.1,11/14/2019 16:17,6.0,6.0,green,red,1,799.0,us,0.0,1.271,1,mww,33.0,1.6213,126.416,"Bitung, Indonesia",Indonesia,2019,11,Moderate,red,red
"M 6.5 - 166km SSW of Ndoi Island, Fiji",0.0,11/8/2019 10:44,0.0,0.0,green,green,0,0.0,us,0.0,0.405049303,0,mww,0.859273038,-21.9449,-179.511,Ndoi Island,Fiji,2019,11,Very Light,green,green
"M 6.6 - 136 km W of Neiafu, Tonga",0.038461538,11/4/2019 22:43,0.444444444,0.285714286,green,red,1,0.010176991,us,0.0,0.43233594,1,mww,0.00870074,-18.5747,-175.272,Neiafu,Tonga,2019,11,Very Light,red,red
"M 6.5 - 2km ESE of Kisante, Philippines",6.5,10/31/2019 1:11,9.0,7.0,green,red,1,733.0,us,0.0,0.428,1,mww,10.0,6.9098,125.178,"Kisante, Philippines",Philippines,2019,10,Severe,red,red
"M 6.6 - 10 km NE of Columbio, Philippines",6.6,10/29/2019 1:04,9.0,7.0,yellow,red,1,780.0,us,0.0,0.646,1,mww,15.0,6.7567,125.008,"Columbio, Philippines",Philippines,2019,10,Severe,red,red
"M 6.7 - 70 km WSW of Constitución, Chile",6.7,9/29/2019 15:57,7.0,6.0,green,red,1,844.0,us,0.0,1.269,1,mww,11.0,-35.4758,-73.163,"Constitución, Chile",Indonesia,2019,9,Severe,red,red
"M 6.5 - 11km S of Kairatu, Indonesia",6.5,9/25/2019 23:46,7.0,7.0,yellow,red,1,656.0,us,0.0,3.909,1,mww,12.26,-3.4528,128.37,"Kairatu, Indonesia",Indonesia,2019,9,Severe,red,red
"M 6.5 - 83km ENE of Bristol Island, South Sandwich Islands",6.5,9/4/2019 17:53,0.0,5.0,green,red,1,650.0,us,0.0,7.568,1,mww,38.0,-58.6262,-25.304,"Bristol Island, South Sandwich Islands",Indonesia,2019,9,Moderate,red,red
"M 6.6 - 34km NNE of Ndoi Island, Fiji",0.038461538,9/1/2019 15:54,0.222222222,0.142857143,green,red,1,0.009292035,us,0.0,0.350306018,1,mww,0.880274823,-20.3641,-178.57,Ndoi Island,Fiji,2019,9,Very Light,red,red
"M 6.6 - 131km S of Bristol Island, South Sandwich Islands",6.6,8/27/2019 23:55,0.0,4.0,green,red,1,670.0,us,0.0,12.896,1,mww,16.0,-60.2152,-26.5801,"Bristol Island, South Sandwich Islands",United Kingdom of Great Britain and Northern Ireland (the),2019,8,Light,red,red
"M 6.5 - 166km SSW of Ndoi Island, Fiji",6.5,8/11/2019 10:44,0.0,2.0,green,green,0,650.0,us,0.0,4.765,0,mww,577.0,-21.9449,-179.511,"Ndoi Island, Fiji",Indonesia,2019,8,Very Light,green,green
"M 6.9 - 152 km SW of Labuan, Indonesia",0.153846154,8/2/2019 12:03,0.444444444,0.571428571,green,green,0,0.099557522,us,0.0,0.24132948,0,mww,0.067205712,-7.2822,104.791,Labuan,Indonesia,2019,8,Very Light,green,green
"M 6.8 - 96 km SW of San Antonio, Chile",0.115384615,8/1/2019 18:28,0.666666667,0.571428571,green,red,1,0.131415929,us,0.0,0.069449167,1,mww,0.031202652,-34.2364,-72.3102,San Antonio,Chile,2019,8,Very Light,red,red
"M 6.6 - 62km E of Lakatoro, Vanuatu",6.6,7/31/2019 15:02,0.0,4.0,green,red,1,670.0,us,0.0,6.024,1,mww,181.0,-16.1985,167.998,"Lakatoro, Vanuatu",Vanuatu,2019,7,Light,red,red
"M 7.2 - 93km NNE of Laiwui, Indonesia",7.2,7/14/2019 9:10,7.0,7.0,green,red,1,809.0,us,0.0,1.504,1,mww,18.98,-0.5858,128.034,"Laiwui, Indonesia",Indonesia,2019,7,Severe,red,red
"M 6.6 - 200km W of Broome, Australia",6.6,7/14/2019 5:39,5.0,5.0,green,green,0,791.0,us,0.0,2.978,0,mww,10.0,-18.2242,120.358,"Broome, Australia",Indonesia,2019,7,Moderate,green,green
"M 6.9 - 134km WSW of Kota Ternate, Indonesia",0.153846154,7/7/2019 15:08,0.777777778,0.428571429,green,green,0,0.042920354,us,0.0,0.102431146,0,mww,0.046203927,0.5126,126.189,Kota Ternate,Indonesia,2019,7,Very Light,green,green
"M 6.9 - 134km WSW of Kota Ternate, Indonesia",6.9,7/7/2019 15:08,7.0,5.0,green,orange,0,747.0,us,0.0,1.205,1,mww,35.0,0.5126,126.189,"Kota Ternate, Indonesia",Indonesia,2019,7,Severe,orange,orange
"M 7.1 - 18km W of Searles Valley, CA",0.230769231,7/6/2019 3:19,1.0,1.0,yellow,green,0,0.440707965,ci,0.083877996,0.003923835,1,mw,0.005700485,35.7695,-117.599,"Searles Valley, California",USA,2019,7,Very Light,green,green
"M 7.3 - 292km NW of Saumlaki, Indonesia",7.3,6/24/2019 2:53,4.0,6.0,green,red,1,952.0,us,0.0,2.629,1,mww,212.0,-6.4078,129.169,"Saumlaki, Indonesia",Indonesia,2019,6,Moderate,red,red
"M 7.3 - 116km NE of L'Esperance Rock, New Zealand",7.3,6/15/2019 22:55,8.0,6.0,green,red,1,830.0,us,0.0,1.402,1,mww,46.0,-30.6441,-178.1,"L'Esperance Rock, New Zealand",Indonesia,2019,6,Severe,red,red
"M 7.1 - 18km W of Searles Valley, CA",7.1,6/7/2019 3:19,9.0,9.0,yellow,red,0,1646.0,ci,77.0,0.04616,1,mw,8.0,35.7695,-117.599,"Searles Valley, CA",United States of America,2019,6,Severe,red,red
"M 7.1 - 33km NW of Bulolo, Papua New Guinea",7.1,6/5/2019 21:19,7.0,6.0,yellow,red,1,826.0,us,0.0,2.514,1,mww,146.0,-6.9746,146.449,"Bulolo, Papua New Guinea",Papua New Guinea,2019,6,Severe,red,red
M 6.6 - Molucca Sea,6.6,6/1/2019 17:27,2.0,4.0,green,red,1,672.0,us,0.0,1.596,1,mww,43.21,2.258,126.758,Molucca Sea,Indonesia,2019,6,Light,red,red
"M 6.6 - 32 km S of La Libertad, El Salvador",6.6,5/30/2019 9:03,7.0,6.0,yellow,red,1,886.0,us,0.0,1.193,1,mww,57.92,13.1994,-89.3056,"La Libertad, El Salvador",Indonesia,2019,5,Severe,red,red
"M 8.0 - 78 km NE of Navarro, Peru",8.0,5/26/2019 7:41,9.0,8.0,orange,red,1,1890.0,us,0.0,3.18,1,mww,122.57,-5.8119,-75.2697,"Navarro, Peru",Peru,2019,5,Severe,red,red
"M 7.6 - 46km SSE of Namatanai, Papua New Guinea",7.6,5/14/2019 12:58,7.0,7.0,green,red,1,929.0,us,0.0,0.453,1,mww,10.0,-4.051,152.597,"Namatanai, Papua New Guinea",Papua New Guinea,2019,5,Severe,red,red
"M 7.1 - 33km NW of Bulolo, Papua New Guinea",0.230769231,5/6/2019 21:19,0.777777778,0.571428571,yellow,red,1,0.077876106,us,0.0,0.213702822,1,mww,0.212718081,-6.9746,146.449,Bulolo,Papua New Guinea,2019,5,Very Light,red,red
"M 6.8 - 90km W of Tarauaca, Brazil",6.8,5/1/2019 19:25,3.0,3.0,green,green,0,715.0,us,0.0,1.181,0,mww,570.41,-8.144,-71.587,"Tarauaca, Brazil",Brazil,2019,5,Light,green,green
"M 6.8 - 98km SSW of Luwuk, Indonesia",0.115384615,4/12/2019 11:40,0.555555556,0.571428571,green,red,1,0.029646018,us,0.0,0.067239034,1,mww,0.016891436,-1.8146,122.58,Luwuk,Indonesia,2019,4,Very Light,red,red
"M 6.6 - 136 km W of Neiafu, Tonga",6.6,4/11/2019 22:43,4.0,4.0,green,red,1,673.0,us,0.0,5.086,1,mww,10.0,-18.5747,-175.272,"Neiafu, Tonga",Indonesia,2019,4,Light,red,red
"M 7.0 - 22 km NNE of Azángaro, Peru",0.192307692,3/1/2019 8:50,0.777777778,0.285714286,green,red,1,0.096902655,us,0.0,0.212597756,1,mww,0.39423351,-14.7131,-70.1546,Azángaro,Peru,2019,3,Very Light,red,red
"M 7.5 - 111km ESE of Palora, Ecuador",7.5,2/22/2019 10:17,7.0,7.0,yellow,red,1,1145.0,us,0.0,2.045,1,mww,145.0,-2.1862,-77.0505,"Palora, Ecuador",Ecuador,2019,2,Severe,red,red
"M 6.9 - 152 km SW of Labuan, Indonesia",6.9,2/8/2019 12:03,4.0,6.0,green,orange,0,875.0,us,0.0,2.839,1,mww,49.0,-7.2822,104.791,"Labuan, Indonesia",Indonesia,2019,2,Moderate,orange,orange
"M 6.7 - 5 km SW of Puerto Madero, Mexico",0.076923077,2/1/2019 16:14,0.666666667,0.571428571,yellow,red,1,0.11460177,us,0.0,0.024566474,1,mww,0.09270788,14.6802,-92.4527,Puerto Madero,Mexico,2019,2,Very Light,red,red
M 6.7 - Prince Edward Islands region,6.7,1/22/2019 19:01,0.0,3.0,green,green,0,691.0,us,0.0,7.527,0,mww,13.0,-43.1219,42.3568,Prince Edward Islands region,Indonesia,2019,1,Light,green,green
"M 6.7 - 10 km SSW of Coquimbo, Chile",6.7,1/20/2019 1:32,8.0,8.0,orange,red,1,1600.0,us,0.0,0.173,1,mww,63.0,-30.0404,-71.3815,"Coquimbo, Chile",Chile,2019,1,Severe,red,red
"M 6.6 - 94 km NW of Sola, Vanuatu",6.6,1/15/2019 18:06,5.0,4.0,green,red,1,671.0,us,0.0,7.818,1,mww,35.0,-13.336,166.875,"Sola, Vanuatu",Vanuatu,2019,1,Moderate,red,red
"M 6.6 - 34km NNE of Ndoi Island, Fiji",6.6,1/9/2019 15:54,2.0,3.0,green,red,1,671.0,us,0.0,4.121,1,mww,591.0,-20.3641,-178.57,"Ndoi Island, Fiji",Fiji,2019,1,Light,red,red
"M 6.8 - 96 km SW of San Antonio, Chile",6.8,1/8/2019 18:28,6.0,6.0,green,red,1,947.0,us,0.0,0.817,1,mww,25.0,-34.2364,-72.3102,"San Antonio, Chile",Indonesia,2019,1,Moderate,red,red
M 6.6 - Molucca Sea,0.038461538,1/6/2019 17:27,0.222222222,0.285714286,green,red,1,0.009734513,us,0.0,0.13566814,1,mww,0.058519974,2.258,126.758,Molucca Sea,Indonesia,2019,1,Very Light,red,red
"M 6.8 - 90km W of Tarauaca, Brazil",0.115384615,1/5/2019 19:25,0.333333333,0.142857143,green,green,0,0.028761062,us,0.0,0.100391023,0,mww,0.849387198,-8.144,-71.587,Tarauaca,Brazil,2019,1,Very Light,green,green
"M 7.0 - 22 km NNE of Azángaro, Peru",7.0,1/3/2019 8:50,7.0,4.0,green,red,1,869.0,us,0.0,2.501,1,mww,267.0,-14.7131,-70.1546,"Azángaro, Peru",Peru,2019,1,Severe,red,red
"M 6.7 - 5 km SW of Puerto Madero, Mexico",6.7,1/2/2019 16:14,6.0,6.0,yellow,red,1,909.0,us,0.0,0.289,1,mww,66.0,14.6802,-92.4527,"Puerto Madero, Mexico",Mexico,2019,1,Moderate,red,red
"M 7.0 - 96 km ESE of Pondaguitan, Philippines",7.0,12/29/2018 3:39,5.0,5.0,green,red,1,803.0,us,0.0,1.769,1,mww,60.21,5.8983,126.921,"Pondaguitan, Philippines",Indonesia,2018,12,Moderate,red,red
